url,clicks_current,clicks_previous,clicks_variation_%,impressions_current,impressions_previous,impressions_variation_%,ctr_current_%,ctr_previous_%,position_current,position_previous
https://www.legrand.fr/questions-frequentes/quelle-porte-choisir-pour-mon-tableau-electrique,16,8,100.0,939,882,6.46,1.7,0.91,20.5,21.8
https://www.legrand.fr/pro/catalogue/distribution-protection-et-gestion-de-lenergie/tableau-et-armoire-de-puissance/disjoncteur-et-interrupteur-modulaire,14,7,100.0,377,370,1.89,3.71,1.89,19.3,23.5
https://www.legrand.fr/pro/catalogue/securite-communication-et-reseau/alarme-incendie,12,6,100.0,906,1004,-9.76,1.32,0.6,38.1,35.7
https://www.legrand.fr/pro/catalogue/sortie-de-cable-etanche-avec-serre-cables-o5mm-a-13mm-plexo-16a-250v-ip55-complete-fixation-en-encastre-anthracite,12,6,100.0,161,157,2.55,7.45,3.82,10.7,7.2
https://www.legrand.fr/pro/catalogue/bloc-de-jonction-de-passage-a-vis-viking-3-avec-1-jonction-1-entree-1-sortie-section-10mm2-pas-10mm-gris,10,5,100.0,77,71,8.45,12.99,7.04,13.1,14.0
https://www.legrand.fr/pro/catalogue/transformeur-double-5-en-1-interrupteur-va-et-vient-ou-poussoir-double-appareillage-saillie-complet-blanc-bornes-automatiques,10,5,100.0,27,20,35.0,37.04,25.0,15.5,25.2
https://www.legrand.fr/catalogue/signalisation-et-prise/voyant-de-signalisation-led-vert-1-module,8,4,100.0,172,194,-11.34,4.65,2.06,13.4,14.8
https://www.legrand.fr/catalogue/visiophone-connecte/portier-visiophone-easy-kit-connecte-avec-ecran-7pouces-noir,8,4,100.0,255,319,-20.06,3.14,1.25,20.6,21.1
https://www.legrand.fr/pro/catalogue/accessoires-dinstallation/fiche-rallonge-et-multiprise/prolongateur-fiche-et-adaptateur,8,4,100.0,266,148,79.73,3.01,2.7,15.0,13.2
https://www.legrand.fr/pro/catalogue/adaptateur-etanche-plexo-ip55-pour-fonction-mosaic-finition-gris-a-volet-transparent,8,4,100.0,27,11,145.45,29.63,36.36,1.9,1.5
https://www.legrand.fr/pro/catalogue/applique-ip44-led-prismaline-avec-interrupteur-tactile-avec-led-700lm,8,4,100.0,47,33,42.42,17.02,12.12,14.7,6.5
https://www.legrand.fr/pro/catalogue/armoire-polyester-marina-ip66-ik10-1460x800x463mm-ral7035,8,4,100.0,149,127,17.32,5.37,3.15,18.5,18.8
https://www.legrand.fr/pro/catalogue/baes-devacuation-saillie-a-leds-45lm-1h-plastique-ip43-ik07-sati-adressable-visibilite-augmentee-pour-erp-et-ert,8,4,100.0,120,56,114.29,6.67,7.14,20.7,25.1
https://www.legrand.fr/pro/catalogue/bloc-de-jonction-de-puissance-nu-plage-plage-viking-3-pour-rail-symetrique-avec-raccordement-maximum-240mm2-et-pas-46mm,8,4,100.0,31,15,106.67,25.81,26.67,9.4,10.2
https://www.legrand.fr/pro/catalogue/boite-de-derivation-saillie-75x75x35mm-pour-moulure-dlplus-blanc,8,4,100.0,89,28,217.86,8.99,14.29,12.4,13.1
https://www.legrand.fr/pro/catalogue/boite-multipostes-eco-batibox-2-postes-ou-4-a-5-modules-profondeur-50mm,8,4,100.0,53,27,96.3,15.09,14.81,10.2,2.8
https://www.legrand.fr/pro/catalogue/coffret-de-chantier-p17-ip44-ik09-230v-avec-6-prises-brochage-domestique-1-prise-16a-3pnt-et-protections,8,4,100.0,71,52,36.54,11.27,7.69,16.5,10.5
https://www.legrand.fr/pro/catalogue/coffret-modulaire-encastre-2-rangees-244-modules-avec-porte-isolante-galbee-blanche,8,4,100.0,61,36,69.44,13.11,11.11,16.3,15.3
https://www.legrand.fr/pro/catalogue/detecteur-de-mouvement-autonome-eco2-3-fils-avec-neutre-ip55-avec-tete-orientable-pour-fixation-en-saillie,8,4,100.0,38,34,11.76,21.05,11.76,34.2,43.1
https://www.legrand.fr/pro/catalogue/pince-colson-pour-serrage-facilite-et-coupure-de-la-laniere-au-plus-pres-de-la-tete,8,4,100.0,300,351,-14.53,2.67,1.14,4.0,4.1
https://www.legrand.fr/catalogue/fiche/fiche-male-sans-terre-caoutchouc-16a,6,3,100.0,80,49,63.27,7.5,6.12,10.1,14.0
https://www.legrand.fr/catalogue/interrupteur/variateur-toutes-lampes-celiane-titane,6,3,100.0,305,333,-8.41,1.97,0.9,17.2,14.8
https://www.legrand.fr/catalogue/prise/prise-de-courant-avec-terre-celiane-surface-confort-avec-plaque-noir,6,3,100.0,888,986,-9.94,0.68,0.3,9.3,8.6
https://www.legrand.fr/mon-projet/tutoriels/comment-installer-une-minuterie-modulaire-dans-le-tableau-electrique,6,3,100.0,505,463,9.07,1.19,0.65,16.7,16.0
https://www.legrand.fr/pro/catalogue/bac-dencastrement-etroit-isolant-faible-profondeur-pour-gtl-pour-coffret-2-rangees-platine-epaisseur-45mm,6,3,100.0,34,24,41.67,17.65,12.5,6.0,7.0
https://www.legrand.fr/pro/catalogue/cadre-appareillage-saillie-1-poste-pose-le-long-des-moulures-gamme-dlplus-epaisseur-125mm-blanc,6,3,100.0,17,17,0.0,35.29,17.65,2.9,9.5
https://www.legrand.fr/pro/catalogue/chemin-de-cables-fils-cablofil-avec-bord-securite-cf80-standard-hauteur-80mm-largeur-300mm-longueur-3m-finition-ez,6,3,100.0,115,7,1542.86,5.22,42.86,9.7,7.7
https://www.legrand.fr/pro/catalogue/chemin-de-cables-fils-pre-eclisse-cablofil-avec-bord-securite-fcfa-fasclic-auto-haut-54mm-larg-100mm-long-3m-ez,6,3,100.0,23,15,53.33,26.09,20.0,10.8,7.1
https://www.legrand.fr/pro/catalogue/coffret-basique-grade-2-tv-drivia-13-4-prises-rj45-stp-tv-sur-rj-ready,6,3,100.0,40,21,90.48,15.0,14.29,15.5,18.1
https://www.legrand.fr/pro/catalogue/coffret-metal-vertical-atlantic-metal-ip66-ik10-600x400x200mm-ral7035,6,3,100.0,25,24,4.17,24.0,12.5,7.3,3.5
https://www.legrand.fr/pro/catalogue/conduit-irl-3321-o16mm-sable-ral1015,6,3,100.0,49,27,81.48,12.24,11.11,10.5,4.0
https://www.legrand.fr/pro/catalogue/conduit-irl-3321-o40mm-gris-ral7035,6,3,100.0,78,40,95.0,7.69,7.5,7.9,4.6
https://www.legrand.fr/pro/catalogue/connecteur-rj45-categorie-6a-stp-lcs3-certifie-poe,6,3,100.0,171,68,151.47,3.51,4.41,15.6,25.2
https://www.legrand.fr/pro/catalogue/detecteur-de-mouvements-bus-celiane-presence-et-luminosite-pour-espace-de-travail-avec-poussoir,6,3,100.0,10,10,0.0,60.0,30.0,30.4,11.4
https://www.legrand.fr/pro/catalogue/disjoncteur-differentiel-dx34500-arrivee-haute-et-depart-bas-a-vis-un-230v-40a-typeac-300ma-courbe-c-2-modules,6,3,100.0,183,148,23.65,3.28,2.03,22.1,17.1
https://www.legrand.fr/pro/catalogue/goulotte-dinstallation-logix-45-160x50mm-2-compartiments-fond-livre-seul-longueur-2m-pvc-blanc-artic,6,3,100.0,31,15,106.67,19.35,20.0,5.3,3.1
https://www.legrand.fr/pro/catalogue/interrupteur-sectionneur-rotatif-complet-de-proximite-tetrapolaire-neutre-a-gauche-16a,6,3,100.0,125,114,9.65,4.8,2.63,16.6,11.7
https://www.legrand.fr/pro/catalogue/module-de-raccordement-par-peigne-pour-contacteur-40a-et-63a-a-borne-automatique-4p-1-module,6,3,100.0,86,45,91.11,6.98,6.67,21.5,9.9
https://www.legrand.fr/pro/catalogue/onduleur-monophase-keor-pdu-avec-8-prises-2pt-800va-480w-autonomie-10-a-15-minutes,6,3,100.0,46,18,155.56,13.04,16.67,16.2,3
https://www.legrand.fr/pro/catalogue/parafoudre-pour-ligne-telephonique-et-ligne-de-communication-10ka-a-20ka-180v-maximum-1-module,6,3,100.0,133,73,82.19,4.51,4.11,26.6,23.6
https://www.legrand.fr/pro/catalogue/presse-etoupe-plastique-ip68-filetage-iso12-gris-ral7001,6,3,100.0,47,35,34.29,12.77,8.57,31.6,22.1
https://www.legrand.fr/pro/catalogue/prise-de-courant-etanche-3pnt-avec-eclips-de-protection-plexo-ip66-complet-20a-400v-gris,6,3,100.0,34,85,-60.0,17.65,3.53,8.7,10.6
https://www.legrand.fr/pro/catalogue/prise-double-usb-mosaic-type-c-63w-power-delivery-3-modules-blanc,6,3,100.0,66,35,88.57,9.09,8.57,13.8,9.0
https://www.legrand.fr/pro/catalogue/securite-communication-et-reseau/eclairage-de-securite/accessoires-etiquettes-pictogrammes-pieces-detachees,6,3,100.0,67,50,34.0,8.96,6.0,26.2,17.0
https://www.legrand.fr/pro/catalogue/tableautin-250x300x70mm-ip20-ik08-blanc-ral9010,6,3,100.0,127,144,-11.81,4.72,2.08,8.4,6.3
https://www.legrand.fr/pro/catalogue/transformeur-simple-3-en-1-interrupteur-va-et-vient-ou-poussoir-lumineux-appareillage-saillie-complet-blanc-bornes-automatiques,6,3,100.0,18,10,80.0,33.33,30.0,3.4,4.2
https://www.legrand.fr/pro/outils/applis-logiciels-et-configurateurs?typologie-app[]=logiciel,6,3,100.0,173,33,424.24,3.47,9.09,6.5,7.2
https://www.legrand.fr/questions-frequentes/comment-parametrer-lapp-home-control-pour-suivre-aisement-ma-production-solaire,6,3,100.0,252,223,13.0,2.38,1.35,41.6,42.4
https://www.legrand.fr/actualites/mon-disjoncteur-coupe-quels-reflexes-adopter,4,2,100.0,132,191,-30.89,3.03,1.05,9.1,10.4
https://www.legrand.fr/catalogue-archives/interrupteur-sans-fils-supplementaire-pour-installation-connectee-celiane-with-netatmo-avec-plaque-laque-blanc,4,2,100.0,38,67,-43.28,10.53,2.99,6.4,6.8
https://www.legrand.fr/catalogue/accessoire-declairage/douille-pour-ampoule-e27-avec-bague-sortie-de-cable-laterale-plastique-blanc,4,2,100.0,306,302,1.32,1.31,0.66,26.9,27.3
https://www.legrand.fr/catalogue/adaptateur/adaptateur-f-femelle-pour-fiche-tv-coaxiale-avec-2-fiches-f-males-a-visser,4,2,100.0,94,162,-41.98,4.26,1.23,15.2,12.8
https://www.legrand.fr/catalogue/fiche/fiche-de-puissance-male-32a-sortie-du-cable-par-le-dessous-2-broches-blanc,4,2,100.0,46,52,-11.54,8.7,3.85,19.5,12.3
https://www.legrand.fr/catalogue/interrupteur-eclairage-connecte/interrupteur-variateur-sans-neutre-pour-installation-connectee-dooxie-with-netatmo-complet-avec-plaque-blanche,4,2,100.0,24,18,33.33,16.67,11.11,14.3,11.8
https://www.legrand.fr/catalogue/interrupteur/interrupteur-individuel-pour-commande-de-volets-roulants-celiane-noir-avec-support-a-equiper-dune-plaque,4,2,100.0,78,69,13.04,5.13,2.9,28.2,21.3
https://www.legrand.fr/catalogue/interrupteur/interrupteur-ou-va-et-vient-doigt-etroit-celiane-soft-10a-blanc,4,2,100.0,49,66,-25.76,8.16,3.03,28.4,30.7
https://www.legrand.fr/catalogue/interrupteur/interrupteur-ou-va-et-vient-etanche-plexo-10a-livre-complet-pour-montage-en-apparent-anthracite,4,2,100.0,151,75,101.33,2.65,2.67,21.2,24.3
https://www.legrand.fr/catalogue/moulure-et-plinthe/conduit-de-distribution-85x50mm,4,2,100.0,12,5,140.0,33.33,40.0,3.6,5.8
https://www.legrand.fr/catalogue/plaque-de-couleur-et-cadre-saillie/cadre-mosaic-pour-6-modules-montage-horizontal-profondeur-40mm,4,2,100.0,58,51,13.73,6.9,3.92,9.2,14.1
https://www.legrand.fr/catalogue/plaque-de-couleur-et-cadre-saillie/plaque-celiane-finition-bronze-satine-1-poste,4,2,100.0,60,45,33.33,6.67,4.44,35.8,20.0
https://www.legrand.fr/catalogue/plaque-de-couleur-et-cadre-saillie/plaque-de-finition-celiane-laque-galet-1-poste,4,2,100.0,295,263,12.17,1.36,0.76,6.8,7.5
https://www.legrand.fr/catalogue/plaque-de-couleur-et-cadre-saillie/plaque-de-finition-celiane-metal-carbone-1-poste,4,2,100.0,93,67,38.81,4.3,2.99,22.1,35.2
https://www.legrand.fr/catalogue/prise/kit-double-prise-de-courant-2pt-surface-dooxie-16a-precablees-finition-blanc,4,2,100.0,49,27,81.48,8.16,7.41,4.0,5.4
https://www.legrand.fr/catalogue/prise/prise-de-courant-avec-terre-celiane-surface-titane,4,2,100.0,205,345,-40.58,1.95,0.58,38.4,34.1
https://www.legrand.fr/catalogue/prise/prise-double-usb-type-a-dooxie-3a-15w-finition-noir-a-equiper-dune-plaque-de-finition-emballage-blister,4,2,100.0,56,14,300.0,7.14,14.29,9.1,10.3
https://www.legrand.fr/maison-connectee/tutos-videos/verrouiller-une-prise-et-recevoir-des-notifications-avec-lapp-home-control,4,2,100.0,70,62,12.9,5.71,3.23,25.7,28.4
https://www.legrand.fr/mon-projet/je-minspire/piece-par-piece/chambre/personnaliser-mes-scenarios-levercoucher,4,2,100.0,37,26,42.31,10.81,7.69,21.2,30.9
